index,Thiessen_date,Thiessen,skew_date,skew,diff_days,abs_days
10,1981-02-13,0.02898127693422832,1981-02-11,0.09272277625736916,2 days 00:00:00.000000000,2.0
21,1982-02-01,0.0,1982-02-18,0.134283074147709,-17 days +00:00:00.000000000,17.0
33,1983-02-01,0.0,1983-02-14,0.08749940033372605,-13 days +00:00:00.000000000,13.0
45,1984-02-25,3.113661205369413,1984-02-06,0.2187517252585897,19 days 00:00:00.000000000,19.0
56,1985-02-28,10.209234402078325,1985-02-25,0.23830661600975614,3 days 00:00:00.000000000,3.0
68,1986-02-22,0.8562568314765886,1986-02-25,0.1854303918397068,-3 days +00:00:00.000000000,3.0
80,1987-02-27,0.015568306258832904,1987-02-01,0.07411124287262917,26 days 00:00:00.000000000,26.0
92,1988-02-20,9.94259741700362,1988-02-22,0.1488522570950328,-2 days +00:00:00.000000000,2.0
104,1989-02-23,2.146398120812226,1989-02-26,0.12737909106020334,-3 days +00:00:00.000000000,3.0
116,1990-02-01,0.0,1990-02-01,0.18251547288367168,0 days 00:00:00.000000000,0.0
128,1991-02-15,0.4637004309476531,1991-02-24,0.22798924124469286,-9 days +00:00:00.000000000,9.0
139,1992-02-01,0.0,1992-02-26,0.2319550509311049,-25 days +00:00:00.000000000,25.0
151,1993-02-02,0.356326165164287,1993-02-12,0.10538317189383667,-10 days +00:00:00.000000000,10.0
163,1994-02-02,0.13472188912944594,1994-02-28,0.06124311587410924,-26 days +00:00:00.000000000,26.0
175,1995-02-01,0.0,1995-02-10,0.2310409251924527,-9 days +00:00:00.000000000,9.0
187,1996-02-27,0.05796255386845664,1996-02-04,0.19191925394147724,23 days 00:00:00.000000000,23.0
199,1997-02-14,3.8834909407632727,1997-02-23,0.10634301262362436,-9 days +00:00:00.000000000,9.0
211,1998-02-21,0.0284383058489603,1998-02-08,0.08974736259467057,13 days 00:00:00.000000000,13.0
223,1999-02-10,21.78021298612018,1999-02-20,0.08970317212924911,-10 days +00:00:00.000000000,10.0
235,2000-02-27,8.906283113786609,2000-02-29,0.29354695382864016,-2 days +00:00:00.000000000,2.0
247,2001-02-14,0.4100231493293692,2001-02-14,0.1981246988566525,0 days 00:00:00.000000000,0.0
259,2002-02-01,0.0,2002-02-18,0.11988890848473226,-17 days +00:00:00.000000000,17.0
271,2003-02-01,0.0,2003-02-06,0.1551738601395985,-5 days +00:00:00.000000000,5.0
283,2004-02-01,0.0,2004-02-10,0.11236962484359972,-9 days +00:00:00.000000000,9.0
295,2005-02-01,0.0,2005-02-21,0.2449227861815168,-20 days +00:00:00.000000000,20.0
307,2006-02-10,33.53643678622732,2006-02-08,0.2320552229732395,2 days 00:00:00.000000000,2.0
319,2007-02-01,0.0,2007-02-27,0.042975486598388464,-26 days +00:00:00.000000000,26.0
331,2008-02-23,1.6646256010001694,2008-02-08,0.19654143240056493,15 days 00:00:00.000000000,15.0
343,2009-02-28,12.201086936837356,2009-02-21,0.035906520902123686,7 days 00:00:00.000000000,7.0
355,2010-02-01,0.0,2010-02-19,0.11441349128189147,-18 days +00:00:00.000000000,18.0
367,2011-02-20,0.011714947298262578,2011-02-05,0.09548694551142536,15 days 00:00:00.000000000,15.0
378,2012-02-17,23.919239785261674,2012-02-21,0.14688038900633835,-4 days +00:00:00.000000000,4.0
390,2013-02-14,0.1379594172662711,2013-02-24,0.2363385948236113,-10 days +00:00:00.000000000,10.0
402,2014-02-21,12.665334765494284,2014-02-16,0.14676226382972446,5 days 00:00:00.000000000,5.0
414,2015-02-19,2.817863450247693,2015-02-06,0.135010708028937,13 days 00:00:00.000000000,13.0
424,2016-02-26,0.015568306258832904,2016-02-08,0.3506155545186849,18 days 00:00:00.000000000,18.0
436,2017-02-02,45.71055787495165,2017-02-16,0.1381722970523176,-14 days +00:00:00.000000000,14.0
