index,Thiessen_date,Thiessen,skew_date,skew,diff_days,abs_days
1,1980-05-15,97.62883959016304,1980-05-22,0.22590058368566265,-7 days +00:00:00.000000000,7.0
12,1981-05-18,51.11126520053082,1981-05-18,0.09439708709785506,0 days 00:00:00.000000000,0.0
24,1982-05-22,44.08845499451536,1982-05-20,0.12567407237115982,2 days 00:00:00.000000000,2.0
36,1983-05-31,20.50374969170009,1983-05-20,0.13012356928441593,11 days 00:00:00.000000000,11.0
59,1985-05-19,29.26035543638964,1985-05-20,0.1172425560521976,-1 days +00:00:00.000000000,1.0
71,1986-05-18,42.05498565223654,1986-05-09,0.10143429045560336,9 days 00:00:00.000000000,9.0
83,1987-05-31,36.42758438739227,1987-05-12,0.144163112187293,19 days 00:00:00.000000000,19.0
95,1988-05-24,30.86749332036221,1988-05-13,0.11668464048115025,11 days 00:00:00.000000000,11.0
107,1989-05-25,46.17002070967022,1989-05-30,0.14172959798316306,-5 days +00:00:00.000000000,5.0
119,1990-05-23,23.300796653518038,1990-05-20,0.09326760095636563,3 days 00:00:00.000000000,3.0
131,1991-05-26,18.8637160744793,1991-05-29,0.1845598044262221,-3 days +00:00:00.000000000,3.0
142,1992-05-19,39.959792822204754,1992-05-13,0.2486342305456119,6 days 00:00:00.000000000,6.0
154,1993-05-25,25.78084843900359,1993-05-16,0.1368261318929314,9 days 00:00:00.000000000,9.0
166,1994-05-25,19.58081984665436,1994-05-07,0.10076878006064503,18 days 00:00:00.000000000,18.0
178,1995-05-23,48.492884026413726,1995-05-01,0.11332091517593025,22 days 00:00:00.000000000,22.0
190,1996-05-21,73.26266319677791,1996-05-21,0.17656534288876707,0 days 00:00:00.000000000,0.0
202,1997-05-17,49.2680329842871,1997-05-30,0.1586671989836943,-13 days +00:00:00.000000000,13.0
214,1998-05-21,45.7884476128761,1998-05-11,0.1460543291513113,10 days 00:00:00.000000000,10.0
226,1999-05-25,45.88679884404198,1999-05-03,0.2929205221635467,22 days 00:00:00.000000000,22.0
238,2000-05-12,47.34720190347424,2000-05-23,0.1317132676374844,-11 days +00:00:00.000000000,11.0
250,2001-05-30,47.95467064885367,2001-05-17,0.07782884219475775,13 days 00:00:00.000000000,13.0
262,2002-05-27,42.23398753454031,2002-05-05,0.1410133039475219,22 days 00:00:00.000000000,22.0
274,2003-05-12,43.277944809743566,2003-05-01,0.13478314069458916,11 days 00:00:00.000000000,11.0
286,2004-05-17,117.24808083110516,2004-05-06,0.116530168879756,11 days 00:00:00.000000000,11.0
298,2005-05-28,29.492945052665878,2005-05-30,0.030214778330362974,-2 days +00:00:00.000000000,2.0
310,2006-05-13,53.542684070804945,2006-05-20,0.16578510278605818,-7 days +00:00:00.000000000,7.0
322,2007-05-27,48.24697804057574,2007-05-15,0.17046734222369084,12 days 00:00:00.000000000,12.0
334,2008-05-16,23.71982144648953,2008-05-16,0.23096201812825565,0 days 00:00:00.000000000,0.0
346,2009-05-25,59.03712426533047,2009-05-04,0.23932319016249934,21 days 00:00:00.000000000,21.0
358,2010-05-13,4.85848523534774,2010-05-04,0.10779071787157192,9 days 00:00:00.000000000,9.0
370,2011-05-29,26.803125793240923,2011-05-28,0.16434142825639414,1 days 00:00:00.000000000,1.0
381,2012-05-13,28.562068370188683,2012-05-26,0.13118950651945574,-13 days +00:00:00.000000000,13.0
393,2013-05-15,31.55549701648511,2013-05-06,0.2541482172726089,9 days 00:00:00.000000000,9.0
405,2014-05-02,22.37137623600818,2014-05-06,0.2015547326775876,-4 days +00:00:00.000000000,4.0
427,2016-05-30,48.06609103956664,2016-05-17,0.19778229632668431,13 days 00:00:00.000000000,13.0
439,2017-05-19,46.52979658289275,2017-05-13,0.11982008692949313,6 days 00:00:00.000000000,6.0
