index,Thiessen_date,Thiessen,skew_date,skew,diff_days,abs_days
3,1980-07-27,46.53614793374585,1980-07-24,0.2381398128249949,3 days 00:00:00.000000000,3.0
14,1981-07-19,35.37334625436731,1981-07-25,0.16571032117555656,-6 days +00:00:00.000000000,6.0
26,1982-07-21,43.831655210949755,1982-07-17,0.22676404590983995,4 days 00:00:00.000000000,4.0
38,1983-07-13,44.75297081091188,1983-07-21,0.2363125182418565,-8 days +00:00:00.000000000,8.0
49,1984-07-25,49.76551021073162,1984-07-07,0.15709060007737147,18 days 00:00:00.000000000,18.0
61,1985-07-21,50.251583393689955,1985-07-25,0.23601333418330814,-4 days +00:00:00.000000000,4.0
73,1986-07-19,32.8599062638767,1986-07-28,0.1828345662725148,-9 days +00:00:00.000000000,9.0
85,1987-07-29,57.42837277964895,1987-07-22,0.11326994829259775,7 days 00:00:00.000000000,7.0
97,1988-07-25,38.263877994478534,1988-07-18,0.2249110777263658,7 days 00:00:00.000000000,7.0
109,1989-07-11,50.579549968085225,1989-07-25,0.2028521102448303,-14 days +00:00:00.000000000,14.0
121,1990-07-21,36.153989145657015,1990-07-16,0.1549528730479965,5 days 00:00:00.000000000,5.0
133,1991-07-01,37.82062677121339,1991-07-23,0.227027795117434,-22 days +00:00:00.000000000,22.0
144,1992-07-18,37.29138816815704,1992-07-19,0.18731242601574774,-1 days +00:00:00.000000000,1.0
156,1993-07-26,36.70348557565193,1993-07-13,0.186524775390572,13 days 00:00:00.000000000,13.0
168,1994-07-03,22.991867281294304,1994-07-17,0.14757498553012338,-14 days +00:00:00.000000000,14.0
180,1995-07-01,36.6844577139329,1995-07-20,0.15869522090354254,-19 days +00:00:00.000000000,19.0
192,1996-07-27,26.212605380712905,1996-07-12,0.21416083567760275,15 days 00:00:00.000000000,15.0
204,1997-07-21,50.56678583997777,1997-07-27,0.2751674534919074,-6 days +00:00:00.000000000,6.0
216,1998-07-05,40.25038258971216,1998-07-06,0.19648229729209,-1 days +00:00:00.000000000,1.0
228,1999-07-23,29.238098012884738,1999-07-22,0.1489202154008999,1 days 00:00:00.000000000,1.0
240,2000-07-25,81.27680129646284,2000-07-12,0.15615424982148754,13 days 00:00:00.000000000,13.0
252,2001-07-04,27.55462890028721,2001-07-10,0.1468239129800853,-6 days +00:00:00.000000000,6.0
264,2002-07-06,19.88637136021743,2002-07-28,0.19219397612226885,-22 days +00:00:00.000000000,22.0
276,2003-07-08,41.54920457886792,2003-07-08,0.16435543752942516,0 days 00:00:00.000000000,0.0
288,2004-07-05,62.249189789545746,2004-07-25,0.21162777571748012,-20 days +00:00:00.000000000,20.0
300,2005-07-02,24.741078555360204,2005-07-16,0.23535870346816246,-14 days +00:00:00.000000000,14.0
312,2006-07-30,35.33795031324922,2006-07-18,0.12811760907214564,12 days 00:00:00.000000000,12.0
324,2007-07-15,62.71500903349983,2007-07-07,0.39873551880768254,8 days 00:00:00.000000000,8.0
336,2008-07-25,63.50421904485906,2008-07-12,0.21514132189840532,13 days 00:00:00.000000000,13.0
348,2009-07-21,67.66310202455014,2009-07-12,0.23879631524204786,9 days 00:00:00.000000000,9.0
360,2010-07-01,56.316145102906354,2010-07-18,0.20837299721199729,-17 days +00:00:00.000000000,17.0
371,2011-07-06,42.45683814990653,2011-07-25,0.2586979399908141,-19 days +00:00:00.000000000,19.0
383,2012-07-03,35.26425962356985,2012-07-26,0.15069018003913354,-23 days +00:00:00.000000000,23.0
395,2013-07-03,33.17856347587306,2013-07-13,0.1652946672813047,-10 days +00:00:00.000000000,10.0
407,2014-07-22,36.861326052044895,2014-07-21,0.224325236119146,1 days 00:00:00.000000000,1.0
417,2015-07-30,44.38776178320489,2015-07-14,0.14447804683113558,16 days 00:00:00.000000000,16.0
429,2016-07-26,31.51988081091597,2016-07-27,0.19661919808208025,-1 days +00:00:00.000000000,1.0
441,2017-07-19,36.34529973967438,2017-07-14,0.20876678896597484,5 days 00:00:00.000000000,5.0
